,total_shootings,date,city,county,age,race,ACAD_HRS_ADD,FLD_HRS_ADD,OPBUDGET_2019,department,state,POPULATION,shootings_per_100k,budget_per_100k,FLD_HRS_ST,ACAD_HRS_ST,FLD_HRS_TOT,ACAD_HRS_TOT,female,male,local_other,local_police,sheriff,state_police
205,4,2015-09-23,McKinney,Collin,35.0,W,120,672,188878600.0,Collier County Sheriff's Office,FL,356027,1.123510295567471,53051762.92809253,0,770,672,890,0,1,0,0,1,0
206,1,2017-04-06,Largo,,49.0,B,0,0,13239865.0,Collierville Police Department,TN,51441,1.9439746505705564,25737961.93697634,536,480,536,480,0,1,0,1,0,0
207,24,2015-10-05,Hurst,Tarrant,51.0,W,468,600,130833487.0,Colorado Springs Police Department,CO,482131,4.977900197249295,27136501.697671376,0,556,600,1024,0,1,0,1,0,0
209,4,2016-06-11,Maywood,Los Angeles,31.0,H,0,0,22836305.0,Columbia Police Department,MO,124769,3.2059245485657497,18302867.699508693,600,480,600,480,0,1,0,1,0,0
210,1,2017-07-17,Norfolk,Norfolk City,25.0,B,0,575,42366353.0,Columbia Police Department,SC,132130,0.7568303943086355,32064143.64640884,0,480,575,480,1,0,0,1,0,0
211,4,2016-05-06,Weirton,Hancock,,B,320,384,26475666.0,Columbus Police Department,GA,196442,2.0362244326569674,13477599.49501634,0,408,384,728,0,1,0,1,0,0
212,2,2015-09-25,Akron,Summit,21.0,W,0,0,3500000.0,Columbus Police Department,MS,23307,8.581112970352255,15016947.698116446,360,480,360,480,0,1,0,1,0,0
213,37,2015-01-21,St. Louis,St. Louis City,19.0,B,463,600,346300151.0,Columbus Police Department,OH,903852,4.093590543584569,38313811.4425813,0,737,600,1200,0,1,0,1,0,0
214,4,2016-06-22,Birmingham,Jefferson,20.0,B,0,600,18593352.0,Commerce City Police Department,CO,59317,6.743429371006625,31345738.995566197,0,556,600,556,0,1,0,1,0,0
216,2,2016-04-22,Austin,Travis,29.0,W,60,80,60534810.0,Concord Police Department,CA,128544,1.5558874782175753,47092676.43764003,640,1080,720,1140,0,1,0,1,0,0
217,3,2017-09-27,Emeryville,Alameda,45.0,B,0,0,23645524.0,Concord Police Department,NC,98500,3.0456852791878175,24005608.121827412,24,600,24,600,0,1,0,1,0,0
219,3,2016-07-25,Indianapolis,Marion,32.0,B,140,320,20231130.0,Conroe Police Department,TX,96214,3.1180493483276863,21027220.5708109,0,643,320,783,0,1,0,1,0,0
221,1,2017-12-26,Lawrence,Marion,28.0,B,0,0,12153310.0,Conway Police Department,AR,68100,1.4684287812041115,17846270.19089574,480,520,480,520,0,1,0,1,0,0
222,2,2017-02-10,Chicago,Cook,55.0,W,0,0,12500000.0,Coos County Sheriff's Office,OR,63500,3.149606299212598,19685039.37007874,480,400,480,400,1,0,0,0,1,0
223,14,2015-10-19,Los Angeles,Los Angeles,53.0,B,690,760,80933540.0,Corpus Christi Police Department,TX,327248,4.278101012076468,24731561.38463795,160,696,920,1386,0,1,0,1,0,0
224,1,2018-01-17,Memphis,Shelby,34.0,B,320,320,49720046.0,Costa Mesa Police Department,CA,112366,0.889948916932168,44248301.087517574,400,664,720,984,0,1,0,1,0,0
225,1,2017-05-02,Austin,Travis,20.0,H,0,32,17867084.0,Council Bluffs Police Department,IA,62216,1.6073035875016073,28717828.211392567,600,700,632,700,0,1,0,1,0,0
226,1,2017-11-19,Lompoc,Santa Barbara,34.0,,0,800,15817928.0,Covington Police Department,KY,40314,2.4805278563278264,39236811.03338791,0,824,800,824,0,1,0,1,0,0
227,1,2018-02-03,Atlanta,Fulton,,B,0,0,2292102.0,Covington Police Department,VA,5639,17.733640716439083,40647313.353431456,504,480,504,480,0,1,0,1,0,0
228,3,2016-02-18,Santa Ana,Orange,30.0,H,40,0,23811019.0,Coweta County Sheriff's Department,GA,103509,2.898298698663884,23003815.127187006,504,408,504,448,0,1,0,0,1,0
230,1,2016-10-07,Killeen,Lauderdale,42.0,W,40,512,25540262.0,Cranston Police Department,RI,81142,1.2324073845850483,31476007.493036896,0,800,512,840,0,1,0,1,0,0
231,2,2016-07-05,Yuma,Yuma,24.0,H,0,0,3379073.0,Crowley Police Department,LA,12520,15.974440894568689,26989400.95846645,450,400,450,400,1,0,0,1,0,0
232,2,2016-12-21,Coalinga,Fresno,24.0,B,0,16,341000.0,Cumberland County Sheriff's Office,KY,6856,29.171528588098017,4973745.624270712,40,860,56,860,0,1,0,0,1,0
234,2,2017-08-11,Philadelphia,Philadelphia,31.0,B,40,40,8811066.0,Cumberland County Sheriff's Office,TN,62084,3.2214419174022293,14192168.674698796,360,480,400,520,0,1,0,0,1,0
235,1,2017-01-07,Independence,Jackson,50.0,H,0,0,141025897.0,Cuyahoga County Sheriff's Department,OH,1235000,0.08097165991902834,11419100.97165992,0,579,0,579,0,1,0,0,1,0
237,1,2015-11-01,Council,Adams,62.0,W,0,0,1809360.0,Dallas (N.C.) Police Department,NC,4851,20.614306328592043,37298701.2987013,504,648,504,648,0,1,0,1,0,0
238,20,2015-04-08,Valdosta,Lowndes,42.0,B,0,0,486752691.0,Dallas Police Department,TX,1343266,1.4889083770452018,36236507.95895973,800,1400,800,1400,0,1,0,1,0,0
239,1,2017-11-04,Clarksville,Johnson,56.0,A,276,320,30109785.0,Daly City Police Department,CA,105868,0.9445724864926134,28440874.485207994,400,664,720,940,0,1,0,1,0,0
240,1,2017-02-24,London,Laurel,30.0,W,10,80,18349168.0,Danbury Police Department,CT,84317,1.1860004506801713,21762121.517606176,400,1340,480,1350,0,1,0,1,0,0
241,3,2018-03-22,Greenspoint,,35.0,B,289,455,79803554.0,Dane County Sheriff's Office,WI,556189,0.5393849932307183,14348279.811359089,0,944,455,1233,0,1,0,0,1,0
242,2,2016-11-03,Chambersburg,Franklin,64.0,,0,400,9934080.0,Danville Police Department,VA,39869,5.016428804334194,24916802.528280117,100,920,500,920,0,1,0,1,0,0
243,4,2016-10-14,Oak Cliff,Dallas,24.0,H,0,0,18176346.0,Davenport Police Department,IA,101799,3.9293116828259613,17855132.17222173,800,480,800,480,0,1,0,1,0,0
244,6,2016-12-04,Hudson,Summit,26.0,A,0,796,17778548.0,Davidson County Sheriff's Office,NC,162878,3.6837387492479037,10915254.362160636,0,660,796,660,0,1,0,0,1,0
245,2,2016-11-05,Beaver,Clallam,59.0,,0,800,52000000.0,Davie Police Department,FL,106621,1.8758030781928512,48770880.033014126,0,770,800,770,0,1,0,1,0,0
246,2,2015-05-27,Long Beach,Los Angeles,20.0,O,0,400,13819810.75,Davis County Sheriff's Office,UT,27740,7.209805335255949,49819072.63878876,0,594,400,594,0,1,0,0,1,0
247,5,2016-09-01,Florence,Los Angeles,23.0,H,0,588,38947920.0,Daytona Beach Police Department,FL,70143,7.128295054388891,55526453.10294684,0,770,588,770,0,1,0,1,0,0
248,6,2015-12-26,Chicago,Cook,19.0,B,623,24,53160300.0,Dayton Police Department,OH,139907,4.288563116927674,37996883.64413503,0,737,24,1360,0,1,0,1,0,0
249,1,2023-03-10,Kailua-Kona,Hawaii,32.0,,0,0,3035713.0,Deaf Smith County Sheriff's Office,TX,18561,5.387640752114649,16355331.070524218,480,820,480,820,0,1,0,0,1,0
250,6,2015-11-06,Wadesboro,Anson,48.0,W,188,800,44000000.0,Dearborn Police Department,MI,93367,6.426253387171056,47125858.172587745,0,594,800,782,0,1,0,1,0,0
251,1,2018-02-01,Louisville,Jefferson,32.0,W,360,560,15250884.0,Decatur Police Department,AL,54381,1.8388775491440024,28044508.19219948,0,560,560,920,0,1,0,1,0,0
252,1,2018-04-09,Billings,Yellowstone,29.0,W,80,480,28240407.0,Decatur Police Department,IL,70007,1.4284285857128574,40339404.63096548,0,560,480,640,0,1,0,1,0,0
253,1,2017-03-04,Fountain Inn,Greenville,50.0,W,0,480,3127510.0,Defiance Police Department,OH,16482,6.067224851352991,18975306.394854993,0,740,480,740,0,1,0,1,0,0
254,14,2015-04-08,San Antonio,Bexar,60.0,W,632,480,95079379.0,DeKalb County Police Department,GA,523407,2.6747827216678415,18165477.15257916,0,408,480,1040,0,1,0,1,0,0
255,2,2017-01-18,Salinas,Monterey,16.0,H,0,0,26006725.0,Delaware County Sheriff's Department,OH,209000,0.9569377990430623,12443409.090909092,560,740,560,740,0,1,0,0,1,0
256,2,2015-01-26,Wasco,Kern,34.0,H,0,0,5648000.0,Del Rio Police Department,TX,35722,5.598790661217177,15810984.827277308,250,696,250,696,0,1,0,1,0,0
257,6,2017-04-20,Logan County,Logan,64.0,W,80,0,61785769.0,Denton County Sheriff's Office,TX,300000,2.0,20595256.333333332,760,650,760,730,0,1,0,0,1,0
258,3,2016-11-23,Chicago,Cook,19.0,B,20,0,36122872.0,Denton Police Department,TX,147515,2.0336914890011184,24487592.448225606,800,696,800,716,0,1,0,1,0,0
259,1,2017-03-15,St. Paul,Ramsey,29.0,B,0,0,3052800.0,DeRidder Police Department,LA,10521,9.5047999239616,29016253.207869977,640,496,640,496,0,1,0,1,0,0
261,5,2015-02-02,Apple Valley,San Bernardino,42.0,W,80,40,57075436.0,Des Moines Police Department,IA,212312,2.3550246806586532,26882812.08787068,120,1000,160,1080,0,1,0,1,0,0
262,3,2016-03-01,Euless,Tarrant,22.0,H,0,720,24000000.0,DeSoto County Sheriff's Department,MS,45200,6.6371681415929205,53097345.13274336,0,490,720,490,0,1,0,0,1,0
263,23,2015-07-07,Edinburg,Hidalgo,39.0,H,80,800,330015742.0,Detroit Police Department,MI,665369,3.4567285220682056,49598905.569691405,0,594,800,674,0,1,0,1,0,0
265,1,2016-04-30,Spanish Fork,Utah,33.0,W,0,40,928000.0,Dewey County Sheriff's Department,OK,4500,22.22222222222222,20622222.222222224,160,576,200,576,0,1,0,0,1,0
266,1,2018-03-12,West Fargo,Cass,32.0,W,0,80,1390165.0,Dickenson County Sheriff's Office,VA,14756,6.776904310111141,9421015.180265656,0,40,80,40,0,1,0,0,1,0
267,1,2017-11-03,Batesville,Independence,44.0,,0,120,5770205.0,Dickinson Police Department,ND,23527,4.25043566965614,24525885.153228205,0,480,120,480,0,1,0,1,0,0
269,6,2015-07-27,Houma,Terrebonne,45.0,W,134,560,20890554.0,Dona Ana Sheriff's Department,NM,115000,5.217391304347826,18165699.130434785,0,675,560,809,0,1,0,0,1,0
